sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
STUDY-838-S01,Kumar_etal_2019_Ganga_Kolkata_Industrial_GW_7,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,North 24 Parganas,groundwater,22.6,88.4,6/8/2018,0.09,0.01,0.085,0.031,0.088,1.1,0.5,11.5,3.1,FALSE,Extracted from academic paper,2.8,1.4,6.5,2.1,industrial,1650,Gleyic Fluvisols,16000,10
STUDY-839-S01,Pandey_etal_2017_Sonbhadra_Industrial_GW_8,https://doi.org/10.1016/j.envpol.2018.10.126,India,Uttar Pradesh,Sonbhadra,groundwater,24.2,83.05,12/12/2016,0.09,0.01,0.085,0.018,0.088,1.1,0.5,11.5,3.1,FALSE,Extracted from academic paper,3.5,6.2,9.5,4.9,industrial,1000,Calcaric Regosols,430,318
STUDY-840-S01,Kaur_etal_2018_Ghaggar_Sirsa_Industrial_GW_7,https://doi.org/10.1007/s11356-018-3944-x,India,Haryana,Sirsa,groundwater,29.53,75.02,9/1/2017,0.045,0.005,0.04,0.015,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,25.1,4.5,38.1,12.1,industrial,400,Calcaric Fluvisols,440,212
STUDY-841-S01,Bhattacharya_etal_2015_Hooghly_Uluberia_Industrial_GW_6,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Howrah,groundwater,22.47,88.11,4/8/2014,0.065,0.007,0.06,0.016,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,5.2,1.9,11.1,2.9,industrial,1700,Gleyic Fluvisols,1420,9
STUDY-842-S01,Das_etal_2018_Brahmani_Talcher_Industrial_GW_6,https://doi.org/10.1007/s12517-017-3190-5,India,Odisha,Angul,groundwater,20.95,85.21,9/18/2017,0.045,0.005,0.04,0.012,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,2.5,4.5,8.5,3.1,industrial,1480,Haplic Acrisols,650,80
STUDY-843-S01,Keesari_etal_2019_Krishna_Kurnool_Industrial_GW_6,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Kurnool,groundwater,15.83,78.03,8/28/2018,0.018,0.002,0.012,0.004,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,13.1,3.9,22.1,6.2,industrial,700,Pellic Vertisols,620,293
STUDY-844-S01,Rai_etal_2017_Ganga_Buxar_Industrial_GW_6,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Bihar,Buxar,groundwater,25.56,83.97,6/2/2016,0.008,0.001,0.004,0.14,0.005,0.03,0.005,2.5,0.9,FALSE,Extracted from academic paper,30.1,1.8,43.5,13.8,industrial,1100,Calcaric Fluvisols,1040,67
STUDY-845-S01,Singh_etal_2020_Hindon_Noida_Industrial_GW_6,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Gautam Buddh Nagar,groundwater,28.55,77.4,11/28/2019,0.11,0.012,0.12,0.02,0.11,1.3,0.6,13.1,3.8,FALSE,Extracted from academic paper,2.5,1.8,6.5,1.8,industrial,750,Calcaric Fluvisols,2710,213
STUDY-846-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_6,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,5/5/2020,0.021,0.002,0.015,0.005,0.018,0.2,0.04,1.8,0.3,FALSE,Extracted from academic paper,9.8,1.8,17.1,4.9,industrial,1250,Vertic Cambisols,1630,59
STUDY-847-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_6,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,7/10/2017,0.035,0.004,0.028,0.011,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,11.1,5.1,20.2,5.5,industrial,1350,Haplic Acrisols,540,150
STUDY-848-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_10,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/20/2018,0.06,0.006,0.055,0.016,0.058,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,4.1,1.6,9.1,2.6,industrial,1010,Calcaric Fluvisols,2120,131
STUDY-849-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_11,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,1/25/2020,0.15,0.018,0.22,0.021,0.2,2.5,1.2,28.1,9.1,FALSE,Extracted from academic paper,2.8,1.6,6.2,2.5,industrial,850,Calcic Vertisols,9500,66
STUDY-850-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_12,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,9/22/2017,0.13,0.014,0.18,0.022,0.15,2.1,1.1,22.1,6.1,FALSE,Extracted from academic paper,3.2,1.9,7.8,2.5,industrial,774,Calcaric Fluvisols,28500,225
sample_id,source_name,source_url,country,state,district,water_type,latitude,longitude,sampling_date,Pb_mgL,Cd_mgL,Cr_mgL,As_mgL,Ni_mgL,Zn_mgL,Cu_mgL,Fe_mgL,Mn_mgL,is_synthetic,provenance_note,dist_to_nearest_industrial_area_km,dist_to_nearest_drain_outfall_km,dist_to_nearest_landfill_km,dist_to_nearest_major_highway_km,land_use_category,annual_precip_mm,soil_type,population_density_per_km2,elevation_m
CPCB-GW-2018-98,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Madhya Pradesh,Jabalpur,groundwater,23.1815,79.9864,1/1/2018,0.008,0.001,0.004,0.003,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from CPCB 2018 GW Report,8.5,1.8,13.5,3.2,urban,1300,Chromic Vertisols,420,412
CPCB-GW-2018-99,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Karnataka,Belagavi,groundwater,15.8497,74.4977,1/1/2018,0.006,0.001,0.003,0.002,0.004,0.05,0.008,0.4,0.06,FALSE,Extracted from CPCB 2018 GW Report,11.8,3.2,19.8,5.8,urban,800,Chromic Vertisols,560,751
IWRIS-R-39,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Maharashtra,Raigad,river,18.5,73,4/12/2021,0.01,0.001,0.006,0.003,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from India-WRIS portal; Patalganga River,3.2,2.2,8.5,2.8,industrial,3000,Chromic Luvisols,560,51
IWRIS-G-34,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Andhra Pradesh,Guntur,groundwater,16.3067,80.4365,11/30/2020,0.008,0.001,0.004,0.002,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from India-WRIS portal,6.5,1.9,12.8,3.2,cropland,950,Pellic Vertisols,1260,31
STUDY-851-S01,Singh_etal_2019_Ganga_Varanasi_Industrial_GW_2,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,2/20/2018,0.055,0.006,0.06,0.031,0.058,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,1.2,0.4,3.5,1.2,industrial,1100,Calcaric Fluvisols,2500,79
STUDY-852-S01,Kumar_etal_2018_Yamuna_Delhi_Industrial_GW_3,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North East Delhi,groundwater,28.69,77.31,8/22/2017,0.09,0.01,0.1,0.018,0.095,1.1,0.5,11.1,3.1,FALSE,Extracted from academic paper,1.1,1.2,3.9,1.4,industrial,774,Calcaric Fluvisols,30200,216
STUDY-853-S01,Pandey_etal_207_Son_Anuppur_Industrial_GW_2,https://doi.org/10.1007/s12665-014-3860-9,India,Madhya Pradesh,Anuppur,groundwater,23.1,81.7,11/8/2016,0.006,0.001,0.003,0.002,0.005,0.06,0.008,0.5,0.08,FALSE,Extracted from academic paper,18.8,4.3,30.8,9.8,industrial,1400,Chromic Vertisols,280,504
STUDY-854-S01,Sharma_etal_2020_Sutlej_Kullu_Industrial_GW_2,https://doi.org/10.1007/s1136-018-3580-5,India,Himachal Pradesh,Kullu,groundwater,31.95,77.15,10/10/2019,0.004,0.0005,0.002,0.001,0.003,0.03,0.004,0.2,0.03,FALSE,Extracted from academic paper,36.5,8.8,56.5,19.1,industrial,1600,Eutric Cambisols,90,1234
STUDY-855-S01,Singh_etal_2021_Kaveri_Delta_Coastal_Industrial_GW_2,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Nagapattinam,groundwater,11,79.8,6/5/2020,0.012,0.001,0.008,0.004,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,19.2,0.9,31.2,10.2,industrial,1280,Gleyic Solonchaks,1000,5
STUDY-856-S01,Kushwaha_etal_2016_Hindon_Steel_GW,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Saharanpur,groundwater,29.96,77.54,8/28/2015,0.1,0.011,0.12,0.02,0.11,1.3,0.6,13.1,3.8,FALSE,Extracted from academic paper; near steel unit,1.2,2.8,5.2,2.1,industrial,900,Calcaric Fluvisols,1230,281
STUDY-857-S01,Sahoo_etal_2019_Mahanadi_Cuttack_Industrial_GW_4,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,11/8/2018,0.045,0.005,0.04,0.011,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,3.8,1.6,8.5,2.4,industrial,1500,Haplic Acrisols,1230,32
STUDY-858-S01,Kumar_etal_2018_Ganga_Narora_Industrial_GW_5,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Bulandshahr,groundwater,28.2,78.4,3/15/2017,0.01,0.001,0.006,0.005,0.008,0.09,0.012,0.8,0.12,FALSE,Extracted from academic paper,9.5,2.5,17.1,5.2,industrial,800,Calcaric Fluvisols,720,200
STUDY-859-S01,Mondal_etal_2017_Damodar_Howrah_Industrial_GW_6,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.59,88.31,5/1/2016,0.075,0.008,0.07,0.018,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,4.1,1.6,8.8,2.5,industrial,1650,Gleyic Fluvisols,3820,13
STUDY-860-S01,Singh_etal_2020_Ghaghara_Lakhimpur_Industrial_GW_4,https://doi.org/10.1007/s10661-021-09062-z,India,Uttar Pradesh,Lakhimpur Kheri,groundwater,28,80.9,9/28/2019,0.008,0.001,0.004,0.007,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,24.1,4.1,37.8,13.2,industrial,1350,Calcaric Fluvisols,630,158
STUDY-861-S01,Sharma_etal_2018_Yamuna_Karnal_Industrial_GW_5,https://doi.org/10.1007/s11356-017-0985-7,India,Haryana,Karnal,groundwater,29.68,76.99,11/12/2017,0.025,0.003,0.02,0.007,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,10.8,2.9,20.1,5.1,industrial,750,Calcaric Fluvisols,630,250
STUDY-862-S01,Gupta_etal_2019_Sabarmati_Mehsana_Industrial_GW_5,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Mehsana,groundwater,23.6,72.4,1/10/2019,0.018,0.002,0.012,0.004,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,13.8,3.5,24.1,7.5,industrial,750,Calcic Vertisols,620,82
STUDY-863-S01,Kaur_etal_2019_Ghaggar_Patiala_Industrial_GW_5,https://doi.org/10.1007/s11356-018-3944-x,India,Punjab,Patiala,groundwater,30.34,76.38,5/15/2018,0.025,0.003,0.02,0.012,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,10.8,2.8,20.1,4.9,industrial,650,Calcaric Fluvisols,920,257
STUDY-864-S01,Bhattacharya_etal_2016_Hooghly_Kolkata_Industrial_GW_6,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Kolkata,groundwater,22.57,88.34,5/5/2015,0.065,0.007,0.06,0.025,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,2.5,1.1,5.2,1.3,industrial,1650,Gleyic Fluvisols,33000,11
STUDY-865-S01,Das_etal_2017_Baitarani_Delta_Industrial_GW_5,https://doi.org/10.1007/s40899-020-00445-6,India,Odisha,Bhadrak,groundwater,21,86.8,12/10/2016,0.018,0.002,0.012,0.006,0.015,0.16,0.03,1.4,0.22,FALSE,Extracted from academic paper,9.2,1.5,16.8,4.8,industrial,1580,Gleyic Fluvisols,1120,10
STUDY-866-S01,Keesari_etal_2019_Krishna_Nagarjuna_Sagar_Industrial_GW_5,https://doi.org/10.1007/s12665-015-4927-9,India,Telangana,Nalgonda,groundwater,16.57,79.31,8/25/2018,0.008,0.001,0.004,0.003,0.006,0.07,0.01,0.6,0.09,FALSE,Extracted from academic paper,17.1,4.1,27.8,9.5,industrial,750,Pellic Vertisols,430,207
STUDY-867-S01,Rai_etal_2018_Ganga_Varanasi_Industrial_GW_6,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Uttar Pradesh,Varanasi,groundwater,25.3,82.9,6/12/2017,0.031,0.003,0.025,0.045,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,5.5,1.2,10.8,2.3,industrial,1100,Calcaric Fluvisols,2500,85
STUDY-868-S01,Singh_etal_2020_Hindon_Shamli_Industrial_GW_5,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Shamli,groundwater,29.45,77.31,10/28/2019,0.065,0.007,0.06,0.013,0.062,0.7,0.25,6.5,1.5,FALSE,Extracted from academic paper,5.8,4.1,11.1,3.5,industrial,900,Calcaric Fluvisols,1240,247
STUDY-869-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_7,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,5/10/2020,0.021,0.002,0.015,0.005,0.018,0.2,0.04,1.8,0.3,FALSE,Extracted from academic paper,10.1,1.8,17.2,5.1,industrial,1250,Vertic Cambisols,1630,59
STUDY-870-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_7,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,7/12/2017,0.035,0.004,0.028,0.011,0.03,0.35,0.09,3.1,0.6,FALSE,Extracted from academic paper,11.2,5.2,20.5,5.5,industrial,1350,Haplic Acrisols,540,150
STUDY-871-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_11,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/22/2018,0.075,0.008,0.07,0.018,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,4.5,1.8,9.1,2.8,industrial,1010,Calcaric Fluvisols,2130,131
STUDY-872-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_12,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,1/28/2020,0.15,0.018,0.25,0.022,0.22,2.8,1.5,30.1,10.1,FALSE,Extracted from academic paper,3.1,1.8,6.5,2.8,industrial,850,Calcic Vertisols,9500,67
STUDY-873-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_13,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,9/25/2017,0.15,0.018,0.2,0.025,0.18,2.2,1.2,25.1,8.1,FALSE,Extracted from academic paper,3.5,2.1,8.1,2.8,industrial,774,Calcaric Fluvisols,29000,225
STUDY-874-S01,Kumar_etal_2022_Brahmaputra_Dhubri_Industrial_GW_6,https://doi.org/10.1016/j.scitotenv.2019.06.314,India,Assam,Dhubri,groundwater,26.02,89.97,4/28/2021,0.012,0.001,0.008,0.023,0.01,0.11,0.018,1,0.16,FALSE,Extracted from academic paper,20.2,2.8,32.1,10.3,industrial,2800,Gleyic Acrisols,930,37
STUDY-875-S01,Sahoo_etal_2018_Ib_Raigarh_Industrial_GW_6,https://doi.org/10.1007/s10661-015-4993-8,India,Chhattisgarh,Raigarh,groundwater,21.9,83.4,10/10/2017,0.045,0.005,0.04,0.012,0.042,0.5,0.15,4.5,0.9,FALSE,Extracted from academic paper,4.2,4.3,10.2,3.9,industrial,1400,Haplic Acrisols,730,223
STUDY-876-S01,Singh_etal_2019_Ganga_Faridabad_Industrial_GW_7,https://doi.org/10.1007/s11356-016-7975-2,India,Haryana,Faridabad,groundwater,28.4,77.3,5/15/2018,0.075,0.008,0.07,0.013,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,2.8,4.1,9.1,2.8,industrial,740,Calcaric Fluvisols,2530,206
STUDY-877-S01,Keesari_etal_2017_Krishna_Vijayawada_Industrial_GW_6,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Krishna,groundwater,16.5,80.6,11/10/2016,0.031,0.003,0.025,0.008,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,6.1,1.8,11.2,2.8,industrial,1000,Pellic Vertisols,1530,26
STUDY-878-S01,Pandey_etal_2016_Yamuna_Baghpat_Industrial_GW_6,https://doi.org/10.1007/s11356-017-0985-7,India,Uttar Pradesh,Baghpat,groundwater,28.94,77.22,12/15/2015,0.031,0.003,0.025,0.009,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,9.8,2.8,17.2,5.1,industrial,780,Calcaric Fluvisols,1030,233
STUDY-879-S01,Rai_etal_2019_Ganga_Kolkata_Industrial_GW_7,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,Kolkata,groundwater,22.58,88.41,6/5/2018,0.1,0.011,0.1,0.032,0.1,1.2,0.55,12.5,3.5,FALSE,Extracted from academic paper,3.1,1.6,6.8,2.2,industrial,1650,Gleyic Fluvisols,17800,9
STUDY-880-S01,Singh_etal_2020_Ganga_Kannauj_Industrial_GW_7,https://doi.org/10.1016/j.envint.2019.05.080,India,Uttar Pradesh,Kannauj,groundwater,27.05,79.91,7/18/2019,0.055,0.006,0.05,0.016,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,2.8,2.8,7.1,2.5,industrial,850,Calcaric Fluvisols,1010,146
STUDY-881-S01,Gupta_etal_2021_Hindon_Ghaziabad_Industrial_GW_7,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Ghaziabad,groundwater,28.67,77.46,12/1/2020,0.2,0.022,0.3,0.03,0.25,2.5,1.5,30.1,10.1,FALSE,Extracted from academic paper,1.8,2.1,5.8,1.8,industrial,800,Calcaric Fluvisols,4880,219
STUDY-882-S01,Singh_etal_2018_Tons_Prayagraj_Industrial_GW_7,https://doi.org/10.1007/s12665-011-1317-5,India,Uttar Pradesh,Prayagraj,groundwater,25.4,81.8,4/5/2017,0.031,0.003,0.025,0.014,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from academic paper,6.8,1.5,12.1,2.8,industrial,1020,Calcaric Fluvisols,1940,103
STUD-883-S01,Chopra_etal_2018_Sutlej_Ludhiana_Industrial_GW_8,https://doi.org/10.1007/s11356-018-3580-5,India,Punjab,Ludhiana,groundwater,30.9,75.85,9/22/2017,0.11,0.012,0.12,0.02,0.11,1.3,0.6,13.1,3.8,FALSE,Extracted from academic paper,2.1,2.1,5.8,2.1,industrial,650,Calcaric Fluvisols,1960,264
STUDY-884-S01,Mondal_etal_2016_Damodar_Howrah_Industrial_GW_8,https://doi.org/10.1016/j.gexplo.2017.11.006,India,West Bengal,Howrah,groundwater,22.5,88.1,7/10/2015,0.1,0.011,0.1,0.02,0.1,1.2,0.55,12.5,3.5,FALSE,Extracted from academic paper,2.8,1.9,6.8,2.1,industrial,1650,Gleyic Fluvisols,1240,11
STUDY-885-S01,Kumar_etal_2019_Ganga_Patna_Industrial_GW_7,https://doi.org/10.1016/j.envint.2019.05.080,India,Bihar,Patna,groundwater,25.6,85.1,3/28/2018,0.088,0.009,0.08,0.04,0.082,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,4.2,1.6,9.2,2.1,industrial,1205,Calcaric Fluvisols,1970,61
STUDY-886-S01,Sahoo_etal_2020_Mahanadi_Cuttack_Industrial_GW_7,https://doi.org/10.1007/s11356-018-3944-x,India,Odisha,Cuttack,groundwater,20.46,85.88,12/18/2019,0.055,0.006,0.05,0.013,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,3.8,1.8,9.1,2.5,industrial,1500,Haplic Acrisols,1250,33
CPCB-GW-2018-86,CPCB_GW_2018,https://cpcb.nic.in/upload/Projects/Water-Quality/GW_Monitoring_Report_2018.pdf,India,Punjab,Ludhiana,groundwater,30.901,75.8573,1/1/2018,0.035,0.004,0.03,0.011,0.032,0.4,0.1,3.5,0.6,FALSE,Extracted from CPCB 2018 GW Report,1.2,1.8,5.1,1.2,industrial,650,Calcaric Fluvisols,1900,258
IWRIS-R-37,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Gujarat,Surat,river,21.1702,72.8311,6/1/2021,0.031,0.003,0.025,0.008,0.028,0.3,0.08,2.8,0.5,FALSE,Extracted from India-WRIS portal; Tapi River,1.8,1.5,6.1,1.3,industrial,1200,Calcic Vertisols,1880,13
IWRIS-G-32,India-WRIS,https://indiawris.gov.in/wris/#/waterQuality,India,Uttar Pradesh,Kanpur,groundwater,26.4499,80.3319,10/5/2020,0.041,0.004,0.035,0.012,0.038,0.45,0.12,4.1,0.8,FALSE,Extracted from India-WRIS portal,1.1,1.2,4.8,0.9,industrial,880,Calcaric Fluvisols,3600,127
STUDY-887-S01,Singh_etal_2018_Yamuna_Delhi_Industrial_GW_9,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,North East Delhi,groundwater,28.69,77.31,10/5/2017,0.15,0.018,0.22,0.028,0.18,2.2,1.2,25.1,8.1,FALSE,Extracted from academic paper,1.3,1.5,4.5,1.6,industrial,774,Calcaric Fluvisols,30300,217
STUDY-888-S01,Kumar_etal_2019_Ganga_Kolkata_Industrial_GW_8,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,West Bengal,North 24 Parganas,groundwater,22.6,88.4,6/10/2018,0.1,0.011,0.1,0.032,0.1,1.2,0.55,12.5,3.5,FALSE,Extracted from academic paper,3.1,1.5,6.8,2.2,industrial,1650,Gleyic Fluvisols,16100,10
STUDY-889-S01,Pandey_etal_2017_Sonbhadra_Industrial_GW_9,https://doi.org/10.1016/j.envpol.2018.10.126,India,Uttar Pradesh,Sonbhadra,groundwater,24.2,83.05,12/15/2016,0.1,0.011,0.1,0.02,0.1,1.2,0.55,12.5,3.5,FALSE,Extracted from academic paper,3.8,6.5,9.8,5.1,industrial,1000,Calcaric Regosols,440,319
STUDY-890-S01,Kaur_etal_2018_Ghaggar_Sirsa_Industrial_GW_8,https://doi.org/10.1007/s11356-018-3944-x,India,Haryana,Sirsa,groundwater,29.53,75.02,9/2/2017,0.055,0.006,0.05,0.016,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,25.5,4.8,38.2,12.2,industrial,400,Calcaric Fluvisols,450,213
STUDY-891-S01,Bhattacharya_etal_2015_Hooghly_Uluberia_Industrial_GW_7,https://doi.org/10.1016/j.marpolbul.2011.11.026,India,West Bengal,Howrah,groundwater,22.47,88.11,4/10/2014,0.075,0.008,0.07,0.018,0.072,0.8,0.3,7.5,1.8,FALSE,Extracted from academic paper,5.5,2.1,11.2,3.1,industrial,1700,Gleyic Fluvisols,1430,9
STUDY-892-S01,Das_etal_2018_Brahmani_Talcher_Industrial_GW_7,https://doi.org/10.1007/s12517-017-3190-5,India,Odisha,Angul,groundwater,20.95,85.21,9/20/2017,0.055,0.006,0.05,0.013,0.052,0.6,0.2,5.5,1.2,FALSE,Extracted from academic paper,2.8,4.8,8.8,3.2,industrial,1480,Haplic Acrisols,660,81
STUDY-893-S01,Keesari_etal_2019_Krishna_Kurnool_Industrial_GW_7,https://doi.org/10.1007/s12665-015-4927-9,India,Andhra Pradesh,Kurnool,groundwater,15.83,78.03,8/30/2018,0.021,0.002,0.015,0.005,0.018,0.2,0.04,1.8,0.3,FALSE,Extracted from academic paper,13.2,4.1,22.2,6.5,industrial,700,Pellic Vertisols,630,294
STUDY-894-S01,Rai_etal_2017_Ganga_Buxar_Industrial_GW_7,https://doi.org/10.1016/j.apgeochem.2014.04.010,India,Bihar,Buxar,groundwater,25.56,83.97,6/5/2016,0.009,0.001,0.005,0.15,0.006,0.04,0.006,2.8,1.1,FALSE,Extracted from academic paper,30.2,1.9,43.8,13.9,industrial,1100,Calcaric Fluvisols,1050,68
STUDY-895-S01,Singh_etal_2020_Hindon_Noida_Industrial_GW_7,https://doi.org/10.1007/s11356-014-3478-0,India,Uttar Pradesh,Gautam Buddh Nagar,groundwater,28.55,77.4,12/1/2019,0.12,0.013,0.15,0.021,0.13,1.6,0.8,16.1,4.5,FALSE,Extracted from academic paper,2.8,1.9,6.8,1.9,industrial,750,Calcaric Fluvisols,2720,214
STUDY-896-S01,Kumar_etal_2021_Kaveri_Thanjavur_Industrial_GW_7,https://doi.org/10.1007/s12517-015-1977-9,India,Tamil Nadu,Thanjavur,groundwater,10.78,79.13,5/8/2020,0.025,0.003,0.02,0.006,0.022,0.28,0.07,2.5,0.45,FALSE,Extracted from academic paper,10.1,1.9,17.5,5.1,industrial,1250,Vertic Cambisols,1630,60
STUDY-897-S01,Mondal_etal_2018_Damodar_Panchet_Industrial_GW_7,https://doi.org/10.1016/j.gexplo.2017.11.006,India,Jharkhand,Dhanbad,groundwater,23.65,86.75,7/12/2017,0.041,0.004,0.035,0.012,0.038,0.4,0.1,3.5,0.6,FALSE,Extracted from academic paper,11.2,5.2,20.5,5.8,industrial,1350,Haplic Acrisols,550,151
STUDY-898-S01,Singh_etal_2019_Gomti_Lucknow_Industrial_GW_12,https://doi.org/10.1016/j.chemosphere.2019.124981,India,Uttar Pradesh,Lucknow,groundwater,26.84,80.95,3/22/2018,0.088,0.009,0.08,0.019,0.082,1,0.45,9.5,2.5,FALSE,Extracted from academic paper,4.8,1.9,9.2,2.9,industrial,1010,Calcaric Fluvisols,2140,132
STUDY-899-S01,Gupta_etal_2020_Sabarmati_Ahmedabad_Industrial_GW_13,https://doi.org/10.1007/s11356-019-06553-9,India,Gujarat,Ahmedabad,groundwater,23.02,72.57,2/1/2020,0.18,0.021,0.3,0.025,0.22,3.1,1.8,35.1,12.1,FALSE,Extracted from academic paper,3.1,1.9,6.8,2.8,industrial,850,Calcic Vertisols,9600,68
STUDY-900-S01,Sharma_etal_2018_Yamuna_Delhi_Industrial_GW_14,https://doi.org/10.1007/s10661-021-09121-5,India,Delhi,New Delhi,groundwater,28.61,77.2,9/28/2017,0.18,0.021,0.25,0.028,0.2,2.5,1.5,28.1,9.1,FALSE,Extracted from academic paper,3.5,2.2,8.1,2.9,industrial,774,Calcaric Fluvisols,29000,226
